17:10:00	12/01/2025	1257445	8043	804
06:00:00	12/02/2025	1259837	2392	239
05:55:00	12/03/2025	1263727	3890	389
06:00:00	12/04/2025	1267684	3957	395
06:10:00	12/05/2025	1271994	4310	431
07:08:00	12/06/2025	1276999	5005	500
06:54:00	12/07/2025	1278499	1500	150
06:09:00	12/08/2025	1281781	2280	228
05:59:00	12/09/2025	1284288	2507	250
05:51:00	12/10/2025	1287309	3021	302

